yyyymm	Index	D12	E12	b/m	tbl	AAA	BAA	lty	ntis	Rfree	infl	ltr	corpr	svar	csp	CRSP_SPvw	CRSP_SPvwx
188603	5.19	0.2350	0.2850	NaN	NaN	NaN	NaN	NaN	NaN	0.0024922461	NaN	NaN	NaN	0.0018321070	NaN	NaN	NaN
188604	5.12	0.2333	0.2900	NaN	NaN	NaN	NaN	NaN	NaN	0.0027719226	NaN	NaN	NaN	0.0012226229	NaN	NaN	NaN
188605	5.02	0.2317	0.2950	NaN	NaN	NaN	NaN	NaN	NaN	0.0026320941	NaN	NaN	NaN	0.0019091118	NaN	NaN	NaN
188606	5.25	0.2300	0.3000	NaN	NaN	NaN	NaN	NaN	NaN	0.0024775241	NaN	NaN	NaN	0.0012828002	NaN	NaN	NaN
188607	5.33	0.2283	0.3050	NaN	NaN	NaN	NaN	NaN	NaN	0.0025437713	NaN	NaN	NaN	0.0010352907	NaN	NaN	NaN
188608	5.37	0.2267	0.3100	NaN	NaN	NaN	NaN	NaN	NaN	0.0034634180	NaN	NaN	NaN	0.0009496314	NaN	NaN	NaN
188609	5.51	0.2250	0.3150	NaN	NaN	NaN	NaN	NaN	NaN	0.0039192492	NaN	NaN	NaN	0.0008519433	NaN	NaN	NaN
188610	5.65	0.2233	0.3200	NaN	NaN	NaN	NaN	NaN	NaN	0.0041029933	NaN	NaN	NaN	0.0008899615	NaN	NaN	NaN
188611	5.79	0.2217	0.3250	NaN	NaN	NaN	NaN	NaN	NaN	0.0040001007	NaN	NaN	NaN	0.0003930134	NaN	NaN	NaN
188612	5.64	0.2200	0.3300	NaN	NaN	NaN	NaN	NaN	NaN	0.0040368493	NaN	NaN	NaN	0.0028153164	NaN	NaN	NaN
188701	5.58	0.2225	0.3325	NaN	NaN	NaN	NaN	NaN	NaN	0.0036913596	NaN	NaN	NaN	0.0018256316	NaN	NaN	NaN
188702	5.54	0.2250	0.3350	NaN	NaN	NaN	NaN	NaN	NaN	0.0031839349	NaN	NaN	NaN	0.0020424080	NaN	NaN	NaN
188703	5.67	0.2275	0.3375	NaN	NaN	NaN	NaN	NaN	NaN	0.0035810718	NaN	NaN	NaN	0.0006220686	NaN	NaN	NaN
188704	5.80	0.2300	0.3400	NaN	NaN	NaN	NaN	NaN	NaN	0.0036031303	NaN	NaN	NaN	0.0003531394	NaN	NaN	NaN
188705	5.90	0.2325	0.3425	NaN	NaN	NaN	NaN	NaN	NaN	0.0034781255	NaN	NaN	NaN	0.0003857557	NaN	NaN	NaN
188706	5.73	0.2350	0.3450	NaN	NaN	NaN	NaN	NaN	NaN	0.0034192943	NaN	NaN	NaN	0.0014579603	NaN	NaN	NaN
188707	5.59	0.2375	0.3475	NaN	NaN	NaN	NaN	NaN	NaN	0.0041985269	NaN	NaN	NaN	0.0017047236	NaN	NaN	NaN
188708	5.45	0.2400	0.3500	NaN	NaN	NaN	NaN	NaN	NaN	0.0043160942	NaN	NaN	NaN	0.0023355685	NaN	NaN	NaN
188709	5.38	0.2425	0.3525	NaN	NaN	NaN	NaN	NaN	NaN	0.0047495041	NaN	NaN	NaN	0.0019951612	NaN	NaN	NaN
188710	5.20	0.2450	0.3550	NaN	NaN	NaN	NaN	NaN	NaN	0.0043381365	NaN	NaN	NaN	0.0029552460	NaN	NaN	NaN
188711	5.30	0.2475	0.3575	NaN	NaN	NaN	NaN	NaN	NaN	0.0038751456	NaN	NaN	NaN	0.0016079858	NaN	NaN	NaN
188712	5.27	0.2500	0.3600	NaN	NaN	NaN	NaN	NaN	NaN	0.0040588978	NaN	NaN	NaN	0.0010128110	NaN	NaN	NaN
188801	5.31	0.2483	0.3517	NaN	NaN	NaN	NaN	NaN	NaN	0.0037648780	NaN	NaN	NaN	0.0005819192	NaN	NaN	NaN
188802	5.28	0.2467	0.3433	NaN	NaN	NaN	NaN	NaN	NaN	0.0032133578	NaN	NaN	NaN	0.0004439174	NaN	NaN	NaN
188803	5.08	0.2450	0.3350	NaN	NaN	NaN	NaN	NaN	NaN	0.0034854791	NaN	NaN	NaN	0.0013294999	NaN	NaN	NaN
188804	5.10	0.2433	0.3267	NaN	NaN	NaN	NaN	NaN	NaN	0.0036178357	NaN	NaN	NaN	0.0014588103	NaN	NaN	NaN
188805	5.17	0.2417	0.3183	NaN	NaN	NaN	NaN	NaN	NaN	0.0031912907	NaN	NaN	NaN	0.0010815978	NaN	NaN	NaN
188806	5.01	0.2400	0.3100	NaN	NaN	NaN	NaN	NaN	NaN	0.0027719226	NaN	NaN	NaN	0.0007697690	NaN	NaN	NaN
188807	5.14	0.2383	0.3017	NaN	NaN	NaN	NaN	NaN	NaN	0.0026468138	NaN	NaN	NaN	0.0019251105	NaN	NaN	NaN
188808	5.25	0.2367	0.2933	NaN	NaN	NaN	NaN	NaN	NaN	0.0028528670	NaN	NaN	NaN	0.0008984656	NaN	NaN	NaN
188809	5.38	0.2350	0.2850	NaN	NaN	NaN	NaN	NaN	NaN	0.0035295999	NaN	NaN	NaN	0.0012635538	NaN	NaN	NaN
188810	5.35	0.2333	0.2767	NaN	NaN	NaN	NaN	NaN	NaN	0.0033751686	NaN	NaN	NaN	0.0007084946	NaN	NaN	NaN
188811	5.24	0.2317	0.2683	NaN	NaN	NaN	NaN	NaN	NaN	0.0031397988	NaN	NaN	NaN	0.0009363229	NaN	NaN	NaN
188812	5.14	0.2300	0.2600	NaN	NaN	NaN	NaN	NaN	NaN	0.0033016215	NaN	NaN	NaN	0.0014531409	NaN	NaN	NaN
188901	5.24	0.2292	0.2633	NaN	NaN	NaN	NaN	NaN	NaN	0.0030662344	NaN	NaN	NaN	0.0004682999	NaN	NaN	NaN
188902	5.30	0.2283	0.2667	NaN	NaN	NaN	NaN	NaN	NaN	0.0027719226	NaN	NaN	NaN	0.0003978916	NaN	NaN	NaN
188903	5.19	0.2275	0.2700	NaN	NaN	NaN	NaN	NaN	NaN	0.0029558776	NaN	NaN	NaN	0.0008328490	NaN	NaN	NaN
188904	5.18	0.2267	0.2733	NaN	NaN	NaN	NaN	NaN	NaN	0.0028013577	NaN	NaN	NaN	0.0004265515	NaN	NaN	NaN
188905	5.32	0.2258	0.2767	NaN	NaN	NaN	NaN	NaN	NaN	0.0024775241	NaN	NaN	NaN	0.0003564911	NaN	NaN	NaN
188906	5.41	0.2250	0.2800	NaN	NaN	NaN	NaN	NaN	NaN	0.0024996070	NaN	NaN	NaN	0.0002467207	NaN	NaN	NaN
188907	5.30	0.2242	0.2833	NaN	NaN	NaN	NaN	NaN	NaN	0.0028822997	NaN	NaN	NaN	0.0007961597	NaN	NaN	NaN
188908	5.37	0.2233	0.2867	NaN	NaN	NaN	NaN	NaN	NaN	0.0034413564	NaN	NaN	NaN	0.0005355929	NaN	NaN	NaN
188909	5.50	0.2225	0.2900	NaN	NaN	NaN	NaN	NaN	NaN	0.0035295999	NaN	NaN	NaN	0.0004371140	NaN	NaN	NaN
188910	5.40	0.2217	0.2933	NaN	NaN	NaN	NaN	NaN	NaN	0.0040588978	NaN	NaN	NaN	0.0008217409	NaN	NaN	NaN
188911	5.35	0.2208	0.2967	NaN	NaN	NaN	NaN	NaN	NaN	0.0040588978	NaN	NaN	NaN	0.0008281586	NaN	NaN	NaN
188912	5.32	0.2200	0.3000	NaN	NaN	NaN	NaN	NaN	NaN	0.0041250403	NaN	NaN	NaN	0.0007264676	NaN	NaN	NaN
189001	5.38	0.2200	0.2992	NaN	NaN	NaN	NaN	NaN	NaN	0.0035810718	NaN	NaN	NaN	0.0003125311	NaN	NaN	NaN
189002	5.32	0.2200	0.2983	NaN	NaN	NaN	NaN	NaN	NaN	0.0033457504	NaN	NaN	NaN	0.0002374072	NaN	NaN	NaN
189003	5.28	0.2200	0.2975	NaN	NaN	NaN	NaN	NaN	NaN	0.0036913596	NaN	NaN	NaN	0.0002728577	NaN	NaN	NaN
189004	5.39	0.2200	0.2967	NaN	NaN	NaN	NaN	NaN	NaN	0.0034045859	NaN	NaN	NaN	0.0004125476	NaN	NaN	NaN
189005	5.62	0.2200	0.2958	NaN	NaN	NaN	NaN	NaN	NaN	0.0033678142	NaN	NaN	NaN	0.0007482020	NaN	NaN	NaN
189006	5.58	0.2200	0.2950	NaN	NaN	NaN	NaN	NaN	NaN	0.0033236862	NaN	NaN	NaN	0.0008752802	NaN	NaN	NaN
189007	5.54	0.2200	0.2942	NaN	NaN	NaN	NaN	NaN	NaN	0.0033604596	NaN	NaN	NaN	0.0004360968	NaN	NaN	NaN
189008	5.41	0.2200	0.2933	NaN	NaN	NaN	NaN	NaN	NaN	0.0037575264	NaN	NaN	NaN	0.0019591990	NaN	NaN	NaN
189009	5.32	0.2200	0.2925	NaN	NaN	NaN	NaN	NaN	NaN	0.0038751456	NaN	NaN	NaN	0.0010215900	NaN	NaN	NaN
189010	5.08	0.2200	0.2917	NaN	NaN	NaN	NaN	NaN	NaN	0.0039854009	NaN	NaN	NaN	0.0018990477	NaN	NaN	NaN
189011	4.71	0.2200	0.2908	NaN	NaN	NaN	NaN	NaN	NaN	0.0046099519	NaN	NaN	NaN	0.0085015896	NaN	NaN	NaN
189012	4.60	0.2200	0.2900	NaN	NaN	NaN	NaN	NaN	NaN	0.0050358924	NaN	NaN	NaN	0.0059447098	NaN	NaN	NaN
189101	4.84	0.2200	0.2942	NaN	NaN	NaN	NaN	NaN	NaN	0.0039339499	NaN	NaN	NaN	0.0016956910	NaN	NaN	NaN
189102	4.90	0.2200	0.2983	NaN	NaN	NaN	NaN	NaN	NaN	0.0033236862	NaN	NaN	NaN	0.0008054942	NaN	NaN	NaN
189103	4.81	0.2200	0.3025	NaN	NaN	NaN	NaN	NaN	NaN	0.0035075398	NaN	NaN	NaN	0.0010066135	NaN	NaN	NaN
189104	4.97	0.2200	0.3067	NaN	NaN	NaN	NaN	NaN	NaN	0.0033825230	NaN	NaN	NaN	0.0013569389	NaN	NaN	NaN
189105	4.95	0.2200	0.3108	NaN	NaN	NaN	NaN	NaN	NaN	0.0036031303	NaN	NaN	NaN	0.0019748726	NaN	NaN	NaN
189106	4.85	0.2200	0.3150	NaN	NaN	NaN	NaN	NaN	NaN	0.0036913596	NaN	NaN	NaN	0.0009915706	NaN	NaN	NaN
189107	4.77	0.2200	0.3192	NaN	NaN	NaN	NaN	NaN	NaN	0.0037648780	NaN	NaN	NaN	0.0007849770	NaN	NaN	NaN
189108	4.93	0.2200	0.3233	NaN	NaN	NaN	NaN	NaN	NaN	0.0038751456	NaN	NaN	NaN	0.0017710528	NaN	NaN	NaN
189109	5.33	0.2200	0.3275	NaN	NaN	NaN	NaN	NaN	NaN	0.0038971976	NaN	NaN	NaN	0.0021104053	NaN	NaN	NaN
189110	5.33	0.2200	0.3317	NaN	NaN	NaN	NaN	NaN	NaN	0.0037501748	NaN	NaN	NaN	0.0016616208	NaN	NaN	NaN
189111	5.25	0.2200	0.3358	NaN	NaN	NaN	NaN	NaN	NaN	0.0033678142	NaN	NaN	NaN	0.0014091129	NaN	NaN	NaN
189112	5.41	0.2200	0.3400	NaN	NaN	NaN	NaN	NaN	NaN	0.0031986465	NaN	NaN	NaN	0.0005551822	NaN	NaN	NaN
189201	5.51	0.2217	0.3425	NaN	NaN	NaN	NaN	NaN	NaN	0.0027056905	NaN	NaN	NaN	0.0015107813	NaN	NaN	NaN
189202	5.52	0.2233	0.3450	NaN	NaN	NaN	NaN	NaN	NaN	0.0023597405	NaN	NaN	NaN	0.0013500144	NaN	NaN	NaN
189203	5.58	0.2250	0.3475	NaN	NaN	NaN	NaN	NaN	NaN	0.0025732131	NaN	NaN	NaN	0.0010302216	NaN	NaN	NaN
189204	5.57	0.2267	0.3500	NaN	NaN	NaN	NaN	NaN	NaN	0.0021977653	NaN	NaN	NaN	0.0007060077	NaN	NaN	NaN
189205	5.57	0.2283	0.3525	NaN	NaN	NaN	NaN	NaN	NaN	0.0019694830	NaN	NaN	NaN	0.0007100526	NaN	NaN	NaN
189206	5.54	0.2300	0.3550	NaN	NaN	NaN	NaN	NaN	NaN	0.0018148105	NaN	NaN	NaN	0.0007011437	NaN	NaN	NaN
189207	5.54	0.2317	0.3575	NaN	NaN	NaN	NaN	NaN	NaN	0.0021977653	NaN	NaN	NaN	0.0008278846	NaN	NaN	NaN
189208	5.62	0.2333	0.3600	NaN	NaN	NaN	NaN	NaN	NaN	0.0025584923	NaN	NaN	NaN	0.0009315347	NaN	NaN	NaN
189209	5.48	0.2350	0.3625	NaN	NaN	NaN	NaN	NaN	NaN	0.0031103737	NaN	NaN	NaN	0.0010237990	NaN	NaN	NaN
189210	5.59	0.2367	0.3650	NaN	NaN	NaN	NaN	NaN	NaN	0.0034413564	NaN	NaN	NaN	0.0003598215	NaN	NaN	NaN
189211	5.57	0.2383	0.3675	NaN	NaN	NaN	NaN	NaN	NaN	0.0034266484	NaN	NaN	NaN	0.0007783808	NaN	NaN	NaN
189212	5.51	0.2400	0.3700	NaN	NaN	NaN	NaN	NaN	NaN	0.0036913596	NaN	NaN	NaN	0.0009565178	NaN	NaN	NaN
189301	5.61	0.2408	0.3608	NaN	NaN	NaN	NaN	NaN	NaN	0.0033972317	NaN	NaN	NaN	0.0009023187	NaN	NaN	NaN
189302	5.51	0.2417	0.3517	NaN	NaN	NaN	NaN	NaN	NaN	0.0033016215	NaN	NaN	NaN	0.0017157776	NaN	NaN	NaN
189303	5.31	0.2425	0.3425	NaN	NaN	NaN	NaN	NaN	NaN	0.0046466781	NaN	NaN	NaN	0.0012405729	NaN	NaN	NaN
189304	5.31	0.2433	0.3333	NaN	NaN	NaN	NaN	NaN	NaN	0.0038751456	NaN	NaN	NaN	0.0016310348	NaN	NaN	NaN
189305	4.84	0.2442	0.3242	NaN	NaN	NaN	NaN	NaN	NaN	0.0045658788	NaN	NaN	NaN	0.0060655018	NaN	NaN	NaN
189306	4.61	0.2450	0.3150	NaN	NaN	NaN	NaN	NaN	NaN	0.0058725573	NaN	NaN	NaN	0.0029707873	NaN	NaN	NaN
189307	4.18	0.2458	0.3058	NaN	NaN	NaN	NaN	NaN	NaN	0.0076389955	NaN	NaN	NaN	0.0174387166	NaN	NaN	NaN
189308	4.08	0.2467	0.2967	NaN	NaN	NaN	NaN	NaN	NaN	0.0074339263	NaN	NaN	NaN	0.0096775586	NaN	NaN	NaN
189309	4.37	0.2475	0.2875	NaN	NaN	NaN	NaN	NaN	NaN	0.0057331617	NaN	NaN	NaN	0.0044530380	NaN	NaN	NaN
189310	4.50	0.2483	0.2783	NaN	NaN	NaN	NaN	NaN	NaN	0.0039927509	NaN	NaN	NaN	0.0045942154	NaN	NaN	NaN
189311	4.57	0.2492	0.2692	NaN	NaN	NaN	NaN	NaN	NaN	0.0028675834	NaN	NaN	NaN	0.0022244477	NaN	NaN	NaN
189312	4.41	0.2500	0.2600	NaN	NaN	NaN	NaN	NaN	NaN	0.0023376545	NaN	NaN	NaN	0.0016704211	NaN	NaN	NaN
189401	4.32	0.2467	0.2517	NaN	NaN	NaN	NaN	NaN	NaN	0.0022051284	NaN	NaN	NaN	0.0030611546	NaN	NaN	NaN
189402	4.38	0.2433	0.2433	NaN	NaN	NaN	NaN	NaN	NaN	0.0020725847	NaN	NaN	NaN	0.0004687629	NaN	NaN	NaN
189403	4.51	0.2400	0.2350	NaN	NaN	NaN	NaN	NaN	NaN	0.0018737362	NaN	NaN	NaN	0.0011852547	NaN	NaN	NaN
189404	4.57	0.2367	0.2267	NaN	NaN	NaN	NaN	NaN	NaN	0.0019252933	NaN	NaN	NaN	0.0007072682	NaN	NaN	NaN
189405	4.40	0.2333	0.2183	NaN	NaN	NaN	NaN	NaN	NaN	0.0018000786	NaN	NaN	NaN	0.0016138179	NaN	NaN	NaN
189406	4.34	0.2300	0.2100	NaN	NaN	NaN	NaN	NaN	NaN	0.0017853464	NaN	NaN	NaN	0.0010679602	NaN	NaN	NaN
189407	4.25	0.2267	0.2017	NaN	NaN	NaN	NaN	NaN	NaN	0.0018516395	NaN	NaN	NaN	0.0006023604	NaN	NaN	NaN
189408	4.41	0.2233	0.1933	NaN	NaN	NaN	NaN	NaN	NaN	0.0019031977	NaN	NaN	NaN	0.0024540504	NaN	NaN	NaN
189409	4.48	0.2200	0.1850	NaN	NaN	NaN	NaN	NaN	NaN	0.0020578565	NaN	NaN	NaN	0.0011129513	NaN	NaN	NaN
189410	4.34	0.2167	0.1767	NaN	NaN	NaN	NaN	NaN	NaN	0.0016748482	NaN	NaN	NaN	0.0012013283	NaN	NaN	NaN
189411	4.34	0.2133	0.1683	NaN	NaN	NaN	NaN	NaN	NaN	0.0016969488	NaN	NaN	NaN	0.0019034743	NaN	NaN	NaN
189412	4.30	0.2100	0.1600	NaN	NaN	NaN	NaN	NaN	NaN	0.0017632477	NaN	NaN	NaN	0.0013603551	NaN	NaN	NaN
189501	4.25	0.2083	0.1675	NaN	NaN	NaN	NaN	NaN	NaN	0.0019252933	NaN	NaN	NaN	0.0009261424	NaN	NaN	NaN
189502	4.19	0.2067	0.1750	NaN	NaN	NaN	NaN	NaN	NaN	0.0023082058	NaN	NaN	NaN	0.0008998998	NaN	NaN	NaN
189503	4.19	0.2050	0.1825	NaN	NaN	NaN	NaN	NaN	NaN	0.0025216894	NaN	NaN	NaN	0.0016711344	NaN	NaN	NaN
189504	4.37	0.2033	0.1900	NaN	NaN	NaN	NaN	NaN	NaN	0.0025658528	NaN	NaN	NaN	0.0008847499	NaN	NaN	NaN
189505	4.61	0.2017	0.1975	NaN	NaN	NaN	NaN	NaN	NaN	0.0016822151	NaN	NaN	NaN	0.0030111123	NaN	NaN	NaN
189506	4.70	0.2000	0.2050	NaN	NaN	NaN	NaN	NaN	NaN	0.0015717055	NaN	NaN	NaN	0.0009137186	NaN	NaN	NaN
189507	4.72	0.1983	0.2125	NaN	NaN	NaN	NaN	NaN	NaN	0.0018074446	NaN	NaN	NaN	0.0008380014	NaN	NaN	NaN
189508	4.79	0.1967	0.2200	NaN	NaN	NaN	NaN	NaN	NaN	0.0021977653	NaN	NaN	NaN	0.0005809942	NaN	NaN	NaN
189509	4.82	0.1950	0.2275	NaN	NaN	NaN	NaN	NaN	NaN	0.0026100142	NaN	NaN	NaN	0.0020191396	NaN	NaN	NaN
189510	4.75	0.1933	0.2350	NaN	NaN	NaN	NaN	NaN	NaN	0.0031618671	NaN	NaN	NaN	0.0009002614	NaN	NaN	NaN
189511	4.59	0.1917	0.2425	NaN	NaN	NaN	NaN	NaN	NaN	0.0026836121	NaN	NaN	NaN	0.0015394194	NaN	NaN	NaN
189512	4.32	0.1900	0.2500	NaN	NaN	NaN	NaN	NaN	NaN	0.0031397988	NaN	NaN	NaN	0.0145051323	NaN	NaN	NaN
189601	4.27	0.1892	0.2467	NaN	NaN	NaN	NaN	NaN	NaN	0.0040588978	NaN	NaN	NaN	0.0034854132	NaN	NaN	NaN
189602	4.45	0.1883	0.2433	NaN	NaN	NaN	NaN	NaN	NaN	0.0039192492	NaN	NaN	NaN	0.0017888725	NaN	NaN	NaN
189603	4.38	0.1875	0.2400	NaN	NaN	NaN	NaN	NaN	NaN	0.0034854791	NaN	NaN	NaN	0.0014566434	NaN	NaN	NaN
189604	4.42	0.1867	0.2367	NaN	NaN	NaN	NaN	NaN	NaN	0.0035222466	NaN	NaN	NaN	0.0006532004	NaN	NaN	NaN
189605	4.40	0.1858	0.2333	NaN	NaN	NaN	NaN	NaN	NaN	0.0029779500	NaN	NaN	NaN	0.0010398274	NaN	NaN	NaN
189606	4.32	0.1850	0.2300	NaN	NaN	NaN	NaN	NaN	NaN	0.0027719226	NaN	NaN	NaN	0.0043587505	NaN	NaN	NaN
189607	4.04	0.1842	0.2267	NaN	NaN	NaN	NaN	NaN	NaN	0.0033604596	NaN	NaN	NaN	0.0076856938	NaN	NaN	NaN
189608	3.81	0.1833	0.2233	NaN	NaN	NaN	NaN	NaN	NaN	0.0053882577	NaN	NaN	NaN	0.0079656373	NaN	NaN	NaN
189609	4.01	0.1825	0.2200	NaN	NaN	NaN	NaN	NaN	NaN	0.0057478359	NaN	NaN	NaN	0.0043088770	NaN	NaN	NaN
189610	4.10	0.1817	0.2167	NaN	NaN	NaN	NaN	NaN	NaN	0.0057918570	NaN	NaN	NaN	0.0045148133	NaN	NaN	NaN
189611	4.38	0.1808	0.2133	NaN	NaN	NaN	NaN	NaN	NaN	0.0035737188	NaN	NaN	NaN	0.0042137166	NaN	NaN	NaN
189612	4.22	0.1800	0.2100	NaN	NaN	NaN	NaN	NaN	NaN	0.0023891877	NaN	NaN	NaN	0.0049617891	NaN	NaN	NaN
189701	4.22	0.1800	0.2183	NaN	NaN	NaN	NaN	NaN	NaN	0.0020799487	NaN	NaN	NaN	0.0014186862	NaN	NaN	NaN
189702	4.18	0.1800	0.2267	NaN	NaN	NaN	NaN	NaN	NaN	0.0018516395	NaN	NaN	NaN	0.0010347079	NaN	NaN	NaN
189703	4.19	0.1800	0.2350	NaN	NaN	NaN	NaN	NaN	NaN	0.0020946765	NaN	NaN	NaN	0.0019187941	NaN	NaN	NaN
189704	4.06	0.1800	0.2433	NaN	NaN	NaN	NaN	NaN	NaN	0.0022419429	NaN	NaN	NaN	0.0020920644	NaN	NaN	NaN
189705	4.08	0.1800	0.2517	NaN	NaN	NaN	NaN	NaN	NaN	0.0022419429	NaN	NaN	NaN	0.0010858080	NaN	NaN	NaN
189706	4.27	0.1800	0.2600	NaN	NaN	NaN	NaN	NaN	NaN	0.0019400234	NaN	NaN	NaN	0.0011649759	NaN	NaN	NaN
189707	4.46	0.1800	0.2683	NaN	NaN	NaN	NaN	NaN	NaN	0.0021462222	NaN	NaN	NaN	0.0009982965	NaN	NaN	NaN
189708	4.75	0.1800	0.2767	NaN	NaN	NaN	NaN	NaN	NaN	0.0023818260	NaN	NaN	NaN	0.0020235290	NaN	NaN	NaN
189709	4.98	0.1800	0.2850	NaN	NaN	NaN	NaN	NaN	NaN	0.0026615333	NaN	NaN	NaN	0.0031743872	NaN	NaN	NaN
189710	4.82	0.1800	0.2933	NaN	NaN	NaN	NaN	NaN	NaN	0.0027277683	NaN	NaN	NaN	0.0034575288	NaN	NaN	NaN
189711	4.65	0.1800	0.3017	NaN	NaN	NaN	NaN	NaN	NaN	0.0021314951	NaN	NaN	NaN	0.0031859508	NaN	NaN	NaN
189712	4.75	0.1800	0.3100	NaN	NaN	NaN	NaN	NaN	NaN	0.0021609491	NaN	NaN	NaN	0.0011967887	NaN	NaN	NaN
189801	4.88	0.1817	0.3133	NaN	NaN	NaN	NaN	NaN	NaN	0.0020357639	NaN	NaN	NaN	0.0020065062	NaN	NaN	NaN
189802	4.87	0.1833	0.3167	NaN	NaN	NaN	NaN	NaN	NaN	0.0019400234	NaN	NaN	NaN	0.0028627302	NaN	NaN	NaN
189803	4.65	0.1850	0.3200	NaN	NaN	NaN	NaN	NaN	NaN	0.0030662344	NaN	NaN	NaN	0.0109767556	NaN	NaN	NaN
189804	4.57	0.1867	0.3233	NaN	NaN	NaN	NaN	NaN	NaN	0.0038751456	NaN	NaN	NaN	0.0043488035	NaN	NaN	NaN
189805	4.87	0.1883	0.3267	NaN	NaN	NaN	NaN	NaN	NaN	0.0030662344	NaN	NaN	NaN	0.0046970238	NaN	NaN	NaN
189806	5.06	0.1900	0.3300	NaN	NaN	NaN	NaN	NaN	NaN	0.0020283995	NaN	NaN	NaN	0.0012237441	NaN	NaN	NaN
189807	5.08	0.1917	0.3333	NaN	NaN	NaN	NaN	NaN	NaN	0.0023376545	NaN	NaN	NaN	0.0008520289	NaN	NaN	NaN
189808	5.27	0.1933	0.3367	NaN	NaN	NaN	NaN	NaN	NaN	0.0023229302	NaN	NaN	NaN	0.0013010349	NaN	NaN	NaN
189809	5.26	0.1950	0.3400	NaN	NaN	NaN	NaN	NaN	NaN	0.0026688930	NaN	NaN	NaN	0.0014933782	NaN	NaN	NaN
189810	5.15	0.1967	0.3433	NaN	NaN	NaN	NaN	NaN	NaN	0.0021535857	NaN	NaN	NaN	0.0010858963	NaN	NaN	NaN
189811	5.32	0.1983	0.3467	NaN	NaN	NaN	NaN	NaN	NaN	0.0020725847	NaN	NaN	NaN	0.0007460238	NaN	NaN	NaN
189812	5.65	0.2000	0.3500	NaN	NaN	NaN	NaN	NaN	NaN	0.0018737362	NaN	NaN	NaN	0.0008304822	NaN	NaN	NaN
189901	6.08	0.2008	0.3608	NaN	NaN	NaN	NaN	NaN	NaN	0.0017779802	NaN	NaN	NaN	0.0017113599	NaN	NaN	NaN
189902	6.31	0.2017	0.3717	NaN	NaN	NaN	NaN	NaN	NaN	0.0018884671	NaN	NaN	NaN	0.0008945259	NaN	NaN	NaN
189903	6.40	0.2025	0.3825	NaN	NaN	NaN	NaN	NaN	NaN	0.0024848851	NaN	NaN	NaN	0.0012913102	NaN	NaN	NaN
189904	6.48	0.2033	0.3933	NaN	NaN	NaN	NaN	NaN	NaN	0.0023597405	NaN	NaN	NaN	0.0012558573	NaN	NaN	NaN
189905	6.21	0.2042	0.4042	NaN	NaN	NaN	NaN	NaN	NaN	0.0022934811	NaN	NaN	NaN	0.0050315495	NaN	NaN	NaN
189906	6.07	0.2050	0.4150	NaN	NaN	NaN	NaN	NaN	NaN	0.0020799487	NaN	NaN	NaN	0.0015474262	NaN	NaN	NaN
189907	6.28	0.2058	0.4258	NaN	NaN	NaN	NaN	NaN	NaN	0.0023376545	NaN	NaN	NaN	0.0008671237	NaN	NaN	NaN
189908	6.44	0.2067	0.4367	NaN	NaN	NaN	NaN	NaN	NaN	0.0028455087	NaN	NaN	NaN	0.0005065934	NaN	NaN	NaN
189909	6.37	0.2075	0.4475	NaN	NaN	NaN	NaN	NaN	NaN	0.0032795563	NaN	NaN	NaN	0.0019000421	NaN	NaN	NaN
189910	6.34	0.2083	0.4583	NaN	NaN	NaN	NaN	NaN	NaN	0.0034634180	NaN	NaN	NaN	0.0012869481	NaN	NaN	NaN
189911	6.46	0.2092	0.4692	NaN	NaN	NaN	NaN	NaN	NaN	0.0036325409	NaN	NaN	NaN	0.0009189348	NaN	NaN	NaN
189912	6.02	0.2100	0.4800	NaN	NaN	NaN	NaN	NaN	NaN	0.0039707009	NaN	NaN	NaN	0.0098848709	NaN	NaN	NaN
190001	6.10	0.2175	0.4800	NaN	NaN	NaN	NaN	NaN	NaN	0.0032722012	NaN	NaN	NaN	0.0024324624	NaN	NaN	NaN
190002	6.21	0.2250	0.4800	NaN	NaN	NaN	NaN	NaN	NaN	0.0028822997	NaN	NaN	NaN	0.0008380407	NaN	NaN	NaN
190003	6.26	0.2325	0.4800	NaN	NaN	NaN	NaN	NaN	NaN	0.0032354245	NaN	NaN	NaN	0.0012217033	NaN	NaN	NaN
190004	6.34	0.2400	0.4800	NaN	NaN	NaN	NaN	NaN	NaN	0.0027719226	NaN	NaN	NaN	0.0014254609	NaN	NaN	NaN
190005	6.04	0.2475	0.4800	NaN	NaN	NaN	NaN	NaN	NaN	0.0023671024	NaN	NaN	NaN	0.0016912917	NaN	NaN	NaN
190006	5.86	0.2550	0.4800	NaN	NaN	NaN	NaN	NaN	NaN	0.0023523785	NaN	NaN	NaN	0.0015714951	NaN	NaN	NaN
190007	5.86	0.2625	0.4800	NaN	NaN	NaN	NaN	NaN	NaN	0.0026100142	NaN	NaN	NaN	0.0012871561	NaN	NaN	NaN
190008	5.94	0.2700	0.4800	NaN	NaN	NaN	NaN	NaN	NaN	0.0027277683	NaN	NaN	NaN	0.0003048213	NaN	NaN	NaN
190009	5.80	0.2775	0.4800	NaN	NaN	NaN	NaN	NaN	NaN	0.0028381503	NaN	NaN	NaN	0.0014458538	NaN	NaN	NaN
190010	6.01	0.2850	0.4800	NaN	NaN	NaN	NaN	NaN	NaN	0.0033604596	NaN	NaN	NaN	0.0012551927	NaN	NaN	NaN
